Título,Descripción,Categoría,Latitud,Longitud,Fecha del hecho
Incendio forestal impacta en Cosquín,"Una incendio forestal de gran magnitud afectó a Cosquín, Córdoba. El incidente dejando varios heridos y daños materiales. Se han habilitado refugios temporales para las familias afectadas.",Incendio forestal,-31.25376,-64.489259,04/05/2024
Serio incidente: Helada severa en Salta,"Severa helada severa impactó en la localidad de Salta, Salta. El incidente afectando gravemente la infraestructura local. Se han habilitado refugios temporales para las familias afectadas.",Helada severa,-24.772364,-65.375146,17/11/2015
"Fenómeno de frío intenso provoca emergencia en San Fernando del Valle de Catamarca, Catamarca","Severa fenómeno de frío intenso impactó en la localidad de San Fernando del Valle de Catamarca, Catamarca. El incidente interrumpiendo servicios básicos en toda la zona. Se ha declarado estado de emergencia en la región para facilitar la asistencia.",Fenómeno de frío intenso,-28.465053,-65.739926,07/09/2015
Habitantes de General Roca afrontan Congelamiento,"Una congelamiento de gran magnitud afectó a General Roca, Río Negro. El incidente afectando gravemente la infraestructura local. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Congelamiento,-39.000773,-67.594148,12/07/2021
Situación crítica por Sequía extrema en Curuzú Cuatiá,"Severa sequía extrema impactó en la localidad de Curuzú Cuatiá, Corrientes. El incidente afectando gravemente la infraestructura local. Bomberos y personal de seguridad trabajan intensamente en la zona.",Sequía extrema,-29.828375,-58.100349,03/12/2002
"Preocupación por Tormenta eléctrica en Tafí Viejo, Tucumán","Una tormenta eléctrica de gran magnitud afectó a Tafí Viejo, Tucumán. El incidente dejando a varios sectores sin comunicación. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Tormenta eléctrica,-26.721653,-65.284757,22/01/2021
Ráfagas destructivas sorprende a habitantes de Santa Fe,"Severa ráfagas destructivas impactó en la localidad de Santa Fe, Santa Fe. El incidente causando daños en cultivos y producción agrícola. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Ráfagas destructivas,-31.629135,-60.700338,15/10/2008
"Río Grande afectado por Récord histórico de calor, Tierra del Fuego","Una récord histórico de calor de gran magnitud afectó a Río Grande, Tierra del Fuego. El incidente generando serios daños ambientales en la región. Las autoridades locales han desplegado equipos de emergencia para atender a los afectados.",Récord histórico de calor,-53.826546,-67.713762,03/10/2000
Copiosa caída de nieve causa estragos en Bahía Blanca,"Una copiosa caída de nieve de gran magnitud afectó a Bahía Blanca, Buenos Aires. El incidente causando daños en cultivos y producción agrícola. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Copiosa caída de nieve,-38.689487,-62.312682,06/11/2003
"Temporal de viento afecta a Buenos Aires, CABA","Severa temporal de viento impactó en la localidad de Buenos Aires, CABA. El incidente con un saldo inicial de varias personas heridas. La población ha sido alertada para tomar precauciones adicionales.",Temporal de viento,-34.59749,-58.339401,14/06/2002
"Impacto de Temporal en comunidad de Comodoro Rivadavia, Chubut",La región de Comodoro Rivadavia en Chubut sufrió los efectos de una intensa temporal. El incidente causando daños en cultivos y producción agrícola. Defensa Civil coordina las tareas de asistencia y reconstrucción.,Temporal,-45.884002,-67.545001,14/08/2003
Corrimiento de tierra causa estragos en Formosa,"Severa corrimiento de tierra impactó en la localidad de Formosa, Formosa. El incidente generando caos en el transporte público y privado. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Corrimiento de tierra,-26.221954,-58.167063,28/09/2015
"Alerta por Fenómeno de viento rotativo en Formosa, Formosa",La región de Formosa en Formosa sufrió los efectos de una intensa fenómeno de viento rotativo. El incidente dejando a varios sectores sin comunicación. Se ha iniciado una investigación para determinar las causas exactas del incidente.,Fenómeno de viento rotativo,-26.193561,-58.177103,01/11/2024
"Sequía prolongada impacta en Tinogasta, Catamarca",La región de Tinogasta en Catamarca sufrió los efectos de una intensa sequía prolongada. El incidente destruyendo viviendas y dejando a familias evacuadas. Técnicos trabajan para restablecer los servicios básicos lo antes posible.,Sequía prolongada,-28.104802,-67.521046,11/05/2003
Emergencia por Emergencia por sequía en Famaillá,"Una emergencia por sequía de gran magnitud afectó a Famaillá, Tucumán. El incidente destruyendo viviendas y dejando a familias evacuadas. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Emergencia por sequía,-27.032225,-65.432308,14/07/2020
"Fuego en bosque nativo sorprende a habitantes de Palermo, CABA","Severa fuego en bosque nativo impactó en la localidad de Palermo, CABA. El incidente provocando cortes de energía y problemas en el suministro de agua. Se ha establecido un centro de operaciones para coordinar las ayudas.",Fuego en bosque nativo,-34.6015,-58.387172,28/12/2011
"Preocupación por Sismo con epicentro local en Concepción del Uruguay, Entre Ríos",La región de Concepción del Uruguay en Entre Ríos sufrió los efectos de una intensa sismo con epicentro local. El incidente dejando un rastro de destrucción importante. Los servicios médicos están atendiendo a los afectados en hospitales locales.,Sismo con epicentro local,-32.467777,-58.248636,07/03/2018
"La Plata sufre las consecuencias de Granizo de gran tamaño, Buenos Aires",La región de La Plata en Buenos Aires sufrió los efectos de una intensa granizo de gran tamaño. El incidente generando serios daños ambientales en la región. Se ha declarado estado de emergencia en la región para facilitar la asistencia.,Granizo de gran tamaño,-34.924121,-57.97732,16/01/2008
"Remolino de aire causa estragos en Concepción, Tucumán","Severa remolino de aire impactó en la localidad de Concepción, Tucumán. El incidente con un saldo inicial de varias personas heridas. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Remolino de aire,-27.352873,-65.5662,22/03/2005
Emergencia por Tormenta de viento en Morón,La región de Morón en Buenos Aires sufrió los efectos de una intensa tormenta de viento. El incidente causando pérdidas millonarias y afectando a cientos de personas. Se ha declarado estado de emergencia en la región para facilitar la asistencia.,Tormenta de viento,-34.703694,-58.577039,23/07/2019
Alud provoca emergencia en Centenario,"Una alud de gran magnitud afectó a Centenario, Neuquén. El incidente causando daños en cultivos y producción agrícola. Bomberos y personal de seguridad trabajan intensamente en la zona.",Alud,-38.85435,-68.180399,03/06/2012
Contaminación por ceniza volcánica genera crisis en Villa Regina,"Severa contaminación por ceniza volcánica impactó en la localidad de Villa Regina, Río Negro. El incidente causando daños en cultivos y producción agrícola. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Contaminación por ceniza volcánica,-39.097192,-67.077081,13/09/2004
"Trelew en alerta por Fenómeno meteorológico con granizo, Chubut",La región de Trelew en Chubut sufrió los efectos de una intensa fenómeno meteorológico con granizo. El incidente generando serios daños ambientales en la región. La población ha sido alertada para tomar precauciones adicionales.,Fenómeno meteorológico con granizo,-43.208409,-65.276323,12/10/2007
"Santa Rosa sufre las consecuencias de Réplica sísmica, La Pampa","Severa réplica sísmica impactó en la localidad de Santa Rosa, La Pampa. El incidente causando daños en cultivos y producción agrícola. Se ha convocado al comité de crisis para coordinar las acciones de respuesta.",Réplica sísmica,-36.571939,-64.32,11/04/2021
"Serio incidente: Tormenta con fuertes vientos en Metán, Salta","Una tormenta con fuertes vientos de gran magnitud afectó a Metán, Salta. El incidente interrumpiendo servicios básicos en toda la zona. Especialistas evalúan los daños para iniciar las reparaciones necesarias.",Tormenta con fuertes vientos,-25.45005,-64.936825,30/01/2011
Devastador Torbellino afecta a Goya,"Una torbellino de gran magnitud afectó a Goya, Corrientes. El incidente causando pérdidas millonarias y afectando a cientos de personas. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Torbellino,-29.194735,-59.281094,30/09/2016
"Consecuencias graves tras Sequía extrema en Caucete, San Juan","Severa sequía extrema impactó en la localidad de Caucete, San Juan. El incidente provocando cortes de energía y problemas en el suministro de agua. Las fuerzas de seguridad mantienen un perímetro para evitar incidentes adicionales.",Sequía extrema,-31.638765,-68.282423,26/10/2019
"Alerta por Tornado en Paraná, Entre Ríos",La región de Paraná en Entre Ríos sufrió los efectos de una intensa tornado. El incidente resultando en el cierre temporal de escuelas y comercios. Se ha establecido un centro de operaciones para coordinar las ayudas.,Tornado,-31.72797,-60.578864,06/04/2016
"Tormenta eléctrica deja múltiples daños en Salta, Salta","Severa tormenta eléctrica impactó en la localidad de Salta, Salta. El incidente resultando en el cierre temporal de escuelas y comercios. Se han habilitado refugios temporales para las familias afectadas.",Tormenta eléctrica,-24.743056,-65.38279,03/04/2005
Embudo de viento genera crisis en Villa Ángela,"Una embudo de viento de gran magnitud afectó a Villa Ángela, Chaco. El incidente provocando la activación de protocolos de emergencia. Defensa Civil coordina las tareas de asistencia y reconstrucción.",Embudo de viento,-27.576788,-60.749132,27/02/2001
Se reporta Tormenta con piedras de granizo en zona de Rosario,"Severa tormenta con piedras de granizo impactó en la localidad de Rosario, Santa Fe. El incidente dejando a la población incomunicada por varias horas. El Ministerio de Desarrollo Social está brindando apoyo a los damnificados.",Tormenta con piedras de granizo,-32.904829,-60.671552,13/02/2011
"Corrimiento de tierra causa estragos en Merlo, San Luis","Una corrimiento de tierra de gran magnitud afectó a Merlo, San Luis. El incidente generando serios daños ambientales en la región. Autoridades nacionales se han puesto a disposición para brindar asistencia.",Corrimiento de tierra,-32.385725,-65.026156,16/05/2008
"Emergencia por sequía sorprende a habitantes de Tolhuin, Tierra del Fuego","Una emergencia por sequía de gran magnitud afectó a Tolhuin, Tierra del Fuego. El incidente dejando a varios sectores sin comunicación. Se ha iniciado una investigación para determinar las causas exactas del incidente.",Emergencia por sequía,-54.536462,-67.196987,01/05/2005
Declaran emergencia tras Quema descontrolada en San Martín de los Andes,"Una quema descontrolada de gran magnitud afectó a San Martín de los Andes, Neuquén. El incidente destruyendo viviendas y dejando a familias evacuadas. Los servicios médicos están atendiendo a los afectados en hospitales locales.",Quema descontrolada,-40.196844,-71.308187,22/09/2009
Tormenta severa sorprende a habitantes de Godoy Cruz,La región de Godoy Cruz en Mendoza sufrió los efectos de una intensa tormenta severa. El incidente generando caos en el transporte público y privado. Voluntarios de diversas organizaciones se han sumado a las tareas de auxilio.,Tormenta severa,-32.892158,-68.819419,15/12/2007
"Fenómeno de viento rotativo sorprende a habitantes de Godoy Cruz, Mendoza",La región de Godoy Cruz en Mendoza sufrió los efectos de una intensa fenómeno de viento rotativo. El incidente generando serios daños ambientales en la región. El intendente local se ha trasladado al lugar para supervisar las operaciones.,Fenómeno de viento rotativo,-32.915329,-68.848163,12/12/2018
